year,sys,fis,per,class,ad,co,ba,no,pv,in,ve,cc,cp,cm,value
2021,1,1,2,Específico,0,0,0,8120,0,0,0,0,0,0,8120
2020,1,1,2,Específico,0,0,0,8120,0,0,0,0,0,0,8120
2021,1,1,2,Específico,0,0,0,8120,0,0,0,0,0,0,8120
2022,1,1,2,Específico,0,0,0,8120,0,0,0,0,0,0,8120
2022,1,1,2,Específico,0,0,0,8120,0,0,0,0,0,0,8120
2020,1,1,2,Específico,0,0,0,8120,0,0,0,0,0,0,8120
2022,1,1,2,Específico,0,0,0,8120,0,0,0,0,0,0,8120
2022,1,1,2,Específico,0,0,0,8120,0,0,0,0,0,0,8120
2020,1,1,2,Específico,0,0,0,8120,0,0,0,0,0,0,8120
2022,1,1,2,Específico,0,0,0,8120,0,0,0,0,0,0,8120
2021,1,1,2,Específico,0,0,0,8120,0,0,0,0,0,0,8120
2021,1,1,2,Específico,0,0,0,8120,0,0,0,0,0,0,8120
2022,1,1,2,Específico,0,0,0,8120,0,0,0,0,0,0,8120
2022,1,1,2,Específico,0,0,0,8120,0,0,0,0,0,0,8120
2022,1,1,2,Específico,0,0,0,8120,0,0,0,0,0,0,8120
2022,1,1,2,Específico,0,0,0,8120,0,0,0,0,0,0,8120
2020,1,1,2,Específico,0,0,0,8120,0,0,0,0,0,0,8120
2021,1,1,2,Específico,0,0,0,8120,0,0,0,0,0,0,8120
2022,1,1,2,Específico,0,0,0,8120,0,0,0,0,0,0,8120
2022,1,1,2,Específico,0,0,0,8120,0,0,0,0,0,0,8120
2021,1,1,2,Específico,0,0,0,8120,0,0,0,0,0,0,8120
